#ID 	 RA 	 DEC 	 RV 	 RV_err 	 RAD 
NGC4486_S389   187.754920	12.337440	1114	106	4.31
NGC4486_S390   187.749150	12.477270	1457	106	5.76
NGC4486_S391   187.747520	12.445470	 993	70	4.07
NGC4486_S392   187.747350	12.356420	1567	 7	3.20
NGC4486_S393   187.747350	12.353410	1102	106	3.32
NGC4486_S394   187.744070	12.440210	1980	33	3.70
NGC4486_S395   187.746170	12.284060	1694	77	6.84
NGC4486_S396   187.743780	12.345410	1348	106	3.53
NGC4486_S397   187.742000	12.338950	1413	46	3.78
NGC4486_S398   187.738350	12.352050	1032	106	3.02
NGC4486_S399   187.737680	12.365840	1540	106	2.40
NGC4486_S400   187.735560	12.442010	1530	106	3.51
NGC4486_S401   187.736740	12.352120	1571	72	2.96
NGC4486_S402   187.733680	12.392330	 647	68	1.63
NGC4486_S403   187.736450	12.285480	1818	77	6.59
NGC4486_S404   187.732130	12.448480	1352	106	3.77
NGC4486_S405   187.733410	12.397560	1444	136	1.66
NGC4486_S406   187.731180	12.482350	1924	106	5.67
NGC4486_S407   187.730040	12.376640	1764	64	1.66
NGC4486_S408   187.728950	12.419860	 969	80	2.19
NGC4486_S409   187.729520	12.388400	1406	106	1.39
NGC4486_S410   187.730290	12.348390	2143	106	2.93
NGC4486_S411   187.728500	12.368810	1596	106	1.88
NGC4486_S412   187.726550	12.434590	1510	106	2.87
NGC4486_S413   187.724060	12.490890	1251	106	6.08
NGC4486_S414   187.726020	12.411350	1826	106	1.69
NGC4486_S415   187.725110	12.443180	1430	106	3.32
NGC4486_S416   187.725780	12.378570	1683	106	1.39
NGC4486_S417   187.725470	12.381940	1278	75	1.27
NGC4486_S418   187.722820	12.437760	1130	106	2.97
NGC4486_S419   187.724140	12.375720	1308	80	1.41
NGC4486_S420   187.721790	12.347840	1254	83	2.76
NGC4486_S421   187.719810	12.406350	1299	106	1.22
NGC4486_S422   187.720380	12.374150	1439	106	1.32
NGC4486_S423   187.716420	12.463720	1075	36	4.40
NGC4486_S424   187.714970	12.501650	1107	83	6.65
NGC4486_S425   187.716690	12.414000	1514	106	1.51
NGC4486_S426   187.714380	12.446630	1900	61	3.37
NGC4486_S427   187.716900	12.327240	1130	106	3.89
NGC4486_S428   187.714470	12.419520	 913	59	1.78
NGC4486_S429   187.715750	12.340850	 949	90	3.07
NGC4486_S430   187.712770	12.436630	1131	10	2.76
NGC4486_S431   187.712830	12.420200	 745	194	1.79
NGC4486_S432   187.714920	12.324310	 645	106	4.04
NGC4486_S433   187.713720	12.362780	1469	106	1.76
NGC4486_S434   187.710780	12.474160	1387	28	4.99
NGC4486_S435   187.712230	12.368330	1245	106	1.42
NGC4486_S436   187.710050	12.424810	 835	106	2.04
NGC4486_S437   187.708720	12.457160	1238	61	3.97
NGC4486_S438   187.710380	12.319630	1725	76	4.30
NGC4486_S439   187.706810	12.407810	 792	106	1.00
NGC4486_S440   187.706550	12.336380	1228	18	3.28
NGC4486_S441   187.707080	12.281490	1320	13	6.58
NGC4486_S442   187.704890	12.369650	1806	103	1.29
NGC4486_S443   187.701520	12.410620	1620	106	1.20
NGC4486_S444   187.699360	12.437730	1040	106	2.82
NGC4486_S445   187.702420	12.298170	 915	106	5.58
NGC4486_S446   187.697450	12.485830	1793	106	5.70
NGC4486_S447   187.696790	12.456590	 963	106	3.96
NGC4486_S448   187.696420	12.460890	1173	106	4.22
NGC4486_S449   187.696870	12.418980	1164	106	1.75
NGC4486_S450   187.699790	12.291620	1552	106	5.98
NGC4486_S451   187.694990	12.467640	 472	90	4.64
NGC4486_S452   187.699520	12.277270	1486	12	6.84
NGC4486_S453   187.692210	12.504300	 633	107	6.84
NGC4486_S454   187.696390	12.323050	1430	75	4.12
NGC4486_S455   187.695380	12.352870	1124	106	2.38
NGC4486_S456   187.693430	12.422720	1024	106	2.03
NGC4486_S457   187.693760	12.338260	1004	75	3.25
NGC4486_S458   187.693440	12.289710	1481	 6	6.13
NGC4486_S459   187.691440	12.357080	1540	106	2.21
NGC4486_S460   187.689460	12.421980	1198	106	2.09
NGC4486_S461   187.690890	12.359570	1579	77	2.09
NGC4486_S462   187.688500	12.426020	1197	106	2.33
NGC4486_S463   187.688480	12.407090	1724	82	1.40
NGC4486_S464   187.690240	12.320500	1317	77	4.34
NGC4486_S465   187.688910	12.342630	2023	75	3.08
NGC4486_S466   187.688500	12.345690	1602	106	2.91
NGC4486_S467   187.685950	12.415980	1655	106	1.90
NGC4486_S468   187.685740	12.414170	1438	106	1.82
NGC4486_S469   187.688560	12.277760	1474	 9	6.88
NGC4486_S470   187.682730	12.396450	1036	70	1.40
NGC4486_S471   187.682000	12.408110	1527	106	1.73
NGC4486_S472   187.683270	12.328550	1906	71	3.98
NGC4486_S473   187.682890	12.338790	1124	106	3.42
NGC4486_S474   187.681200	12.396360	 995	126	1.48
NGC4486_S475   187.680960	12.403220	1433	20	1.63
NGC4486_S476   187.680450	12.411670	1117	106	1.94
NGC4486_S477   187.679480	12.442250	1398	61	3.44
NGC4486_S478   187.679040	12.449000	1269	135	3.81
NGC4486_S479   187.677180	12.428930	1394	75	2.83
NGC4486_S480   187.678020	12.390120	1769	92	1.64
NGC4486_S481   187.678110	12.385030	1081	106	1.67
NGC4486_S482   187.676180	12.439020	1506	26	3.36
NGC4486_S483   187.676890	12.373300	1657	102	2.01
NGC4486_S484   187.674030	12.403660	 911	106	2.02
NGC4486_S485   187.673340	12.376130	1158	106	2.11
NGC4486_S486   187.671510	12.427550	1277	106	2.97
NGC4486_S487   187.671590	12.411280	 937	67	2.35
